run_number,production_date,prod_line,species,product_type,shift_code,status,giveaway_check,giveaway_pct,reject_count
003305,2026-03-29 00:00:00.000000,VA Line,cod,breaded,NIGHT,complete,WARNING: giveaway > 3%,423.6,0.0
003303,2026-03-29 00:00:00.000000,Line 3,pollock,fillet,NIGHT,complete,WARNING: giveaway > 3%,629.7,0.0
003299,2026-03-30 00:00:00.000000,Line 3,pollock,fillet,NIGHT,complete,WARNING: giveaway > 3%,518.8,0.0
003297,2026-03-30 00:00:00.000000,Line 1,salmon,portion,DAY,complete,WARNING: giveaway > 3%,1352.7,1.0
003295,2026-03-30 00:00:00.000000,VA Line,,,DAY,complete,WARNING: giveaway > 3%,796.9,0.0
003298,2026-03-30 00:00:00.000000,Line 1,sole,fillet,DAY,complete,WARNING: giveaway > 3%,282.5,2.0
003294,2026-03-30 00:00:00.000000,VA Line,prawn,,NIGHT,complete,WARNING: giveaway > 3%,1387.7,2.0
003296,2026-03-30 00:00:00.000000,VA Line,prawn,,DAY,complete,WARNING: giveaway > 3%,736.1,0.0
003300,2026-03-30 00:00:00.000000,Line 1,sole,fillet,LATE,complete,WARNING: giveaway > 3%,1185.2,1.0
003301,2026-03-30 00:00:00.000000,Line 1,salmon,portion,DAY,complete,WARNING: giveaway > 3%,350.9,2.0
003292,2026-03-31 00:00:00.000000,VA Line,,,LATE,complete,WARNING: giveaway > 3%,557.7,2.0
003287,2026-03-31 00:00:00.000000,Line 1,salmon,,NIGHT,complete,WARNING: giveaway > 3%,521.9,1.0
003288,2026-03-31 00:00:00.000000,Smoke Line,haddock,smoked,NIGHT,complete,WARNING: giveaway > 3%,521.1,0.0
003291,2026-03-31 00:00:00.000000,Line 3,plaice,fillet,LATE,complete,WARNING: giveaway > 3%,356.4,1.0
003289,2026-03-31 00:00:00.000000,Line 1,salmon,portion,DAY,complete,WARNING: giveaway > 3%,783.8,2.0
003290,2026-03-31 00:00:00.000000,Line 1,sole,fillet,DAY,complete,WARNING: giveaway > 3%,1012.0,3.0
003293,2026-03-31 00:00:00.000000,VA Line,,,LATE,complete,WARNING: giveaway > 3%,161.0,3.0
003286,2026-04-01 00:00:00.000000,Line 1,salmon,,NIGHT,complete,WARNING: giveaway > 3%,1730.0,0.0
003283,2026-04-01 00:00:00.000000,Line 1,salmon,,LATE,complete,WARNING: giveaway > 3%,456.1,1.0
003284,2026-04-01 00:00:00.000000,VA Line,prawn,,NIGHT,complete,WARNING: giveaway > 3%,501.6,3.0
003282,2026-04-01 00:00:00.000000,VA Line,prawn,,NIGHT,complete,WARNING: giveaway > 3%,448.6,3.0
003285,2026-04-01 00:00:00.000000,VA Line,,,DAY,complete,WARNING: giveaway > 3%,166.8,0.0
003281,2026-04-01 00:00:00.000000,VA Line,,,LATE,complete,WARNING: giveaway > 3%,500.4,2.0
003280,2026-04-01 00:00:00.000000,Smoke Line,haddock,smoked,NIGHT,complete,WARNING: giveaway > 3%,531.1,1.0
003275,2026-04-02 00:00:00.000000,Line 2,seabass,fillet,LATE,complete,WARNING: giveaway > 3%,1198.3,3.0
003272,2026-04-02 00:00:00.000000,Line 1,hake,fillet,DAY,complete,WARNING: giveaway > 3%,1036.8,2.0
003271,2026-04-02 00:00:00.000000,Line 3,pollock,fillet,LATE,complete,WARNING: giveaway > 3%,132.5,0.0
003277,2026-04-02 00:00:00.000000,VA Line,,,DAY,complete,WARNING: giveaway > 3%,518.6,3.0
003274,2026-04-02 00:00:00.000000,Smoke Line,haddock,smoked,DAY,complete,WARNING: giveaway > 3%,229.7,0.0
003276,2026-04-02 00:00:00.000000,Line 1,salmon,,NIGHT,complete,WARNING: giveaway > 3%,227.7,0.0
003278,2026-04-02 00:00:00.000000,Line 1,sole,fillet,NIGHT,complete,WARNING: giveaway > 3%,637.7,1.0
003273,2026-04-02 00:00:00.000000,Line 2,tuna,steak,LATE,complete,WARNING: giveaway > 3%,1527.9,2.0
003279,2026-04-02 00:00:00.000000,Smoke Line,mackerel,fillet,DAY,complete,WARNING: giveaway > 3%,1179.8,2.0
003267,2026-04-03 00:00:00.000000,Smoke Line,haddock,smoked,NIGHT,complete,WARNING: giveaway > 3%,399.0,3.0
003266,2026-04-03 00:00:00.000000,Line 1,salmon,,DAY,complete,WARNING: giveaway > 3%,618.1,2.0
003269,2026-04-03 00:00:00.000000,Line 2,seabass,fillet,LATE,complete,WARNING: giveaway > 3%,148.0,2.0
003268,2026-04-03 00:00:00.000000,Line 2,cod,loin,LATE,complete,WARNING: giveaway > 3%,615.5,2.0
003270,2026-04-03 00:00:00.000000,VA Line,prawn,,LATE,complete,WARNING: giveaway > 3%,1122.0,2.0
003263,2026-04-04 00:00:00.000000,Line 1,hake,fillet,LATE,complete,WARNING: giveaway > 3%,697.4,1.0
003259,2026-04-04 00:00:00.000000,Line 1,salmon,,LATE,complete,WARNING: giveaway > 3%,229.6,2.0
003264,2026-04-04 00:00:00.000000,Line 2,cod,loin,NIGHT,complete,WARNING: giveaway > 3%,290.2,0.0
003262,2026-04-04 00:00:00.000000,Line 1,salmon,,LATE,complete,WARNING: giveaway > 3%,781.9,1.0
003255,2026-04-04 00:00:00.000000,Line 1,salmon,portion,NIGHT,complete,WARNING: giveaway > 3%,1178.0,1.0
003260,2026-04-04 00:00:00.000000,Line 2,seabass,fillet,DAY,complete,WARNING: giveaway > 3%,802.2,0.0
003265,2026-04-04 00:00:00.000000,Line 1,salmon,portion,NIGHT,complete,WARNING: giveaway > 3%,615.1,0.0
003256,2026-04-04 00:00:00.000000,Line 2,tuna,steak,LATE,complete,WARNING: giveaway > 3%,245.8,2.0
003258,2026-04-04 00:00:00.000000,Smoke Line,mackerel,fillet,LATE,complete,WARNING: giveaway > 3%,564.5,1.0
003257,2026-04-04 00:00:00.000000,Line 2,tuna,steak,LATE,complete,WARNING: giveaway > 3%,390.9,1.0
003261,2026-04-04 00:00:00.000000,VA Line,cod,breaded,LATE,complete,WARNING: giveaway > 3%,410.1,3.0
003254,2026-04-04 00:00:00.000000,Line 2,tuna,steak,LATE,complete,WARNING: giveaway > 3%,551.2,1.0
003243,2026-04-05 00:00:00.000000,Line 2,tuna,steak,LATE,complete,WARNING: giveaway > 3%,215.8,0.0
003249,2026-04-05 00:00:00.000000,Line 1,hake,fillet,LATE,complete,WARNING: giveaway > 3%,1073.9,1.0
003250,2026-04-05 00:00:00.000000,Line 2,tuna,steak,LATE,complete,WARNING: giveaway > 3%,241.3,0.0
003251,2026-04-05 00:00:00.000000,Line 3,cod,fillet,DAY,complete,WARNING: giveaway > 3%,1368.8,1.0
003247,2026-04-05 00:00:00.000000,VA Line,prawn,,LATE,complete,WARNING: giveaway > 3%,125.1,1.0
003248,2026-04-05 00:00:00.000000,Smoke Line,haddock,smoked,NIGHT,complete,WARNING: giveaway > 3%,2090.2,3.0
003245,2026-04-05 00:00:00.000000,Line 3,plaice,fillet,NIGHT,complete,WARNING: giveaway > 3%,1038.2,3.0
003246,2026-04-05 00:00:00.000000,Line 2,cod,loin,LATE,complete,WARNING: giveaway > 3%,237.6,1.0
003252,2026-04-05 00:00:00.000000,Line 1,hake,fillet,DAY,complete,WARNING: giveaway > 3%,236.3,2.0
003253,2026-04-05 00:00:00.000000,Line 1,salmon,portion,DAY,complete,WARNING: giveaway > 3%,360.7,3.0
003244,2026-04-05 00:00:00.000000,Line 3,cod,fillet,DAY,complete,WARNING: giveaway > 3%,236.9,0.0
003237,2026-04-06 00:00:00.000000,Line 2,tuna,steak,NIGHT,complete,WARNING: giveaway > 3%,492.3,3.0
003239,2026-04-06 00:00:00.000000,Line 2,seabass,fillet,LATE,complete,WARNING: giveaway > 3%,696.2,3.0
003241,2026-04-06 00:00:00.000000,Line 1,salmon,portion,NIGHT,complete,WARNING: giveaway > 3%,1164.9,3.0
003235,2026-04-06 00:00:00.000000,VA Line,,,NIGHT,complete,WARNING: giveaway > 3%,176.8,0.0
003238,2026-04-06 00:00:00.000000,Line 3,plaice,fillet,DAY,complete,WARNING: giveaway > 3%,655.2,2.0
003242,2026-04-06 00:00:00.000000,VA Line,prawn,,DAY,complete,WARNING: giveaway > 3%,185.3,3.0
003240,2026-04-06 00:00:00.000000,Line 3,pollock,fillet,DAY,complete,WARNING: giveaway > 3%,242.9,3.0
003236,2026-04-06 00:00:00.000000,VA Line,,,LATE,complete,WARNING: giveaway > 3%,224.7,3.0
003231,2026-04-07 00:00:00.000000,Line 1,salmon,portion,NIGHT,complete,WARNING: giveaway > 3%,270.4,3.0
003230,2026-04-07 00:00:00.000000,VA Line,cod,breaded,LATE,complete,WARNING: giveaway > 3%,533.1,3.0
003234,2026-04-07 00:00:00.000000,Line 2,seabass,fillet,DAY,complete,WARNING: giveaway > 3%,1514.9,2.0
003229,2026-04-07 00:00:00.000000,Line 3,cod,fillet,DAY,complete,WARNING: giveaway > 3%,981.6,0.0
003226,2026-04-07 00:00:00.000000,Smoke Line,haddock,smoked,NIGHT,complete,WARNING: giveaway > 3%,166.0,1.0
003228,2026-04-07 00:00:00.000000,VA Line,prawn,,LATE,complete,WARNING: giveaway > 3%,1073.3,2.0
003233,2026-04-07 00:00:00.000000,Smoke Line,mackerel,fillet,NIGHT,complete,WARNING: giveaway > 3%,754.6,0.0
003225,2026-04-07 00:00:00.000000,Line 1,hake,fillet,NIGHT,complete,WARNING: giveaway > 3%,543.9,2.0
003227,2026-04-07 00:00:00.000000,Line 2,tuna,steak,LATE,complete,WARNING: giveaway > 3%,136.6,1.0
003232,2026-04-07 00:00:00.000000,Smoke Line,haddock,smoked,LATE,complete,WARNING: giveaway > 3%,458.1,1.0
003219,2026-04-08 00:00:00.000000,Line 2,seabass,fillet,DAY,complete,WARNING: giveaway > 3%,334.0,1.0
003215,2026-04-08 00:00:00.000000,Line 2,seabass,fillet,DAY,complete,WARNING: giveaway > 3%,171.5,0.0
003224,2026-04-08 00:00:00.000000,VA Line,cod,breaded,DAY,complete,WARNING: giveaway > 3%,164.6,1.0
003221,2026-04-08 00:00:00.000000,Line 2,cod,loin,DAY,complete,WARNING: giveaway > 3%,1174.4,3.0
003218,2026-04-08 00:00:00.000000,Line 2,seabass,fillet,NIGHT,complete,WARNING: giveaway > 3%,1882.2,2.0
003217,2026-04-08 00:00:00.000000,VA Line,cod,breaded,DAY,complete,WARNING: giveaway > 3%,861.0,2.0
003223,2026-04-08 00:00:00.000000,Line 3,pollock,fillet,NIGHT,complete,WARNING: giveaway > 3%,645.4,3.0
003216,2026-04-08 00:00:00.000000,Smoke Line,mackerel,fillet,LATE,complete,WARNING: giveaway > 3%,215.5,2.0
003222,2026-04-08 00:00:00.000000,Line 1,sole,fillet,DAY,complete,WARNING: giveaway > 3%,150.5,1.0
003220,2026-04-08 00:00:00.000000,Line 2,tuna,steak,LATE,complete,WARNING: giveaway > 3%,858.6,1.0
003214,2026-04-08 00:00:00.000000,Smoke Line,haddock,smoked,DAY,complete,WARNING: giveaway > 3%,1401.1,0.0
003213,2026-04-09 00:00:00.000000,Line 3,cod,fillet,NIGHT,complete,WARNING: giveaway > 3%,968.9,2.0
003210,2026-04-09 00:00:00.000000,VA Line,cod,breaded,LATE,complete,WARNING: giveaway > 3%,546.7,2.0
003212,2026-04-09 00:00:00.000000,Line 2,tuna,steak,LATE,complete,WARNING: giveaway > 3%,401.7,3.0
003209,2026-04-09 00:00:00.000000,Line 1,hake,fillet,LATE,complete,WARNING: giveaway > 3%,1250.7,3.0
003211,2026-04-09 00:00:00.000000,Line 1,salmon,portion,DAY,complete,WARNING: giveaway > 3%,1053.9,0.0
003203,2026-04-10 00:00:00.000000,Line 1,sole,fillet,DAY,incomplete,WARNING: giveaway > 3%,639.9,3.0
003207,2026-04-10 00:00:00.000000,Line 2,tuna,steak,NIGHT,incomplete,WARNING: giveaway > 3%,365.8,2.0
003205,2026-04-10 00:00:00.000000,Line 3,pollock,fillet,LATE,incomplete,WARNING: giveaway > 3%,149.3,0.0
003206,2026-04-10 00:00:00.000000,Line 3,pollock,fillet,NIGHT,incomplete,WARNING: giveaway > 3%,1365.3,2.0
003208,2026-04-10 00:00:00.000000,VA Line,cod,breaded,NIGHT,incomplete,WARNING: giveaway > 3%,304.1,1.0
003202,2026-04-10 00:00:00.000000,Line 3,cod,fillet,DAY,incomplete,WARNING: giveaway > 3%,973.1,1.0
003201,2026-04-10 00:00:00.000000,Line 2,cod,loin,LATE,incomplete,WARNING: giveaway > 3%,161.4,0.0
003204,2026-04-10 00:00:00.000000,Line 2,cod,loin,DAY,incomplete,WARNING: giveaway > 3%,1045.6,2.0
